price,body,mileage,engV,engType,drive,car,,,,,registration,year,model
6999,1,158,2.2,1,2,16,,,,,yes,2004,Vectra C
6300,5,17,1.5,1,2,41,,,,,yes,2012,MK Cross
10900,2,186,2,2,2,16,,,,,yes,2007,Viv66 пасс.
3300,1,329,1.4,1,2,3,,,,,yes,1996,Civic
43999,4,0,2.8,2,0,14,,,,,yes,2016,Hilux
13499,1,31,1.6,1,2,15,,,,,yes,2013,Elantra
39900,0,69,4.6,0,0,20,,,,,yes,2010,GX
42900,0,51,3,2,0,14,,,,,yes,2013,Land Cruiser Prado
42900,0,140,3,2,0,8,,,,,yes,2013,Q7
8900,4,213,5,4,1,1,,,,,yes,1999,CL 500
34900,0,110,4.4,1,0,5,,,,,yes,2010,X6
61990,0,68,4.5,2,0,14,,,,,yes,2012,Land Cruiser 200
39800,0,50,3.7,1,0,22,,,,,yes,2014,QX70
20900,0,180,4.7,0,0,14,,,,,yes,2004,Land Cruiser 100
44000,0,80,3,2,0,5,,,,,yes,2012,X5
63500,0,56,3,2,0,13,,,,,yes,2013,Cayenne
3700,1,149,1.5,1,2,19,,,,,yes,2003,Lanos
60500,0,1,2,2,0,5,,,,,yes,2016,X5
6555,3,180,1.5,2,2,4,,,,,yes,2005,Megane
2500,5,217,1.5,1,2,25,,,,,yes,2002,21093
43900,0,78,5,1,0,6,,,,,yes,2011,Range 48
17650,1,110,1.8,1,2,7,,,,,yes,2012,Passat B7
5000,5,102,0.7,1,1,27,,,,,yes,2005,Fortwo
32000,1,103,2,2,2,8,,,,,yes,2013,A6
5400,1,156,1.4,1,2,16,,,,,yes,2006,Astra G
10200,1,129,2,1,2,7,,,,,yes,2006,Passat B6
1899,3,259,2,2,2,16,,,,,no,2002,Vectra B
7000,1,115,1.5,2,2,15,,,,,yes,2009,Accent
11500,1,224,2.6,0,1,1,,,,,yes,2003,E-Class
8900,1,250,2.5,1,1,5,,,,,yes,2000,525
5800,1,110,1.5,0,2,42,,,,,yes,2013,Amulet
11100,3,180,1.5,2,2,4,,,,,yes,2012,Megane
4600,3,133,1.6,0,2,25,,,,,yes,2011,2111
13600,0,40,1.6,1,2,2,,,,,yes,2011,Qashqai
5300,5,129,1.4,0,2,18,,,,,yes,2002,Fabia
16700,3,131,2,2,2,8,,,,,yes,2009,A4
1900,5,300,1.9,2,2,7,,,,,no,1999,Golf IV
24000,1,15,3,4,,17,,,,,yes,2013,Malibu
8499,2,120,1.5,2,2,4,,,,,yes,2014,Kangoo груз.
9200,1,92,2,1,2,11,,,,,yes,2010,Lancer X
7300,5,117,1.4,1,2,7,,,,,yes,2007,Polo
10500,2,35,1.8,2,2,0,,,,,yes,2013,Transit Connect пасс.
2500,1,111,2.3,0,,1,,,,,yes,1992,E-Class
12400,4,248,2.5,2,2,7,,,,,yes,2007,T5 (Transporter) пасс.
2400,1,167,1.5,0,2,25,,,,,yes,1997,21099
6100,1,305,1.6,4,,8,,,,,yes,1996,A4
11900,1,210,1.8,1,2,18,,,,,yes,2008,Superb
5100,4,113,0.7,1,1,27,,,,,yes,2005,Fortwo
6900,1,190,1.6,0,2,11,,,,,yes,2007,Lancer
8700,1,270,NA,2,,7,,,,,yes,2009,Caddy пасс.
35500,4,99,2.99,2,1,1,,,,,yes,2011,E-Class
5300,3,200,1.2,0,2,18,,,,,yes,2006,Fabia
5000,3,260,2.5,2,1,16,,,,,yes,1997,Omega
7800,2,260,2.5,2,2,16,,,,,yes,2004,Viv66 груз.
7000,2,600,2.4,2,1,0,,,,,yes,2001,Transit пасс.
20377.5,0,0,1.5,1,2,0,,,,,yes,2016,Kuga
3700,5,70,1.1,1,2,42,,,,,yes,2008,QQ
6750,4,20,1,1,,27,,,,,yes,2011,Fortwo
18000,4,88,1.6,1,2,28,,,,,yes,2010,RCZ
1600,5,220,1.5,1,2,21,,,,,no,1995,323
7300,1,167,1.6,1,2,18,,,,,yes,2007,Octavia Tour
28800,0,100,3.2,2,0,11,,,,,yes,2013,Pajero Wagon
9800,1,123,NA,1,2,14,,,,,yes,2008,Corolla
1500,1,23,1.3,1,1,25,,,,,yes,1985,2106
12250,0,240,3,2,0,2,,,,,yes,2003,Patrol
7700,5,83,1.6,0,2,34,,,,,yes,2008,C4
15400,1,152,3.5,0,2,14,,,,,yes,2007,Avalon
8700,1,180,2.2,0,2,16,,,,,yes,2006,Vectra C
17500,3,3,1.6,2,2,15,,,,,yes,2014,i30
11600,3,165,1.5,2,2,4,,,,,yes,2012,Megane
4000,5,105,2,4,2,7,,,,,yes,2013,Golf VII
1400,1,430,1.6,1,2,16,,,,,yes,1987,Kadett
6300,2,270,2,2,2,28,,,,,yes,2005,Expert пасс.
6100,1,300,3.2,2,1,1,,,,,no,2004,E-Class
7150,5,920,1.4,1,2,12,,,,,yes,2008,Ceed
4200,5,57,1.4,0,2,25,,,,,yes,2010,1119
10300,4,215,1.9,4,2,7,,,,,yes,2007,T5 (Transporter) пасс.
6850,3,116,1.8,0,2,17,,,,,yes,2006,Lacetti
6500,1,65,1.4,1,2,15,,,,,yes,2008,Accent
7000,1,30,1.5,1,2,38,,,,,yes,2013,Vida
11115,5,150,1.6,1,2,8,,,,,yes,2008,A3
5400,4,314,2.4,2,2,7,,,,,yes,1993,T4 (Transporter) пасс.
8500,1,138,1.8,0,2,21,,,,,yes,2005,6
6500,2,127,1.4,2,2,34,,,,,yes,2008,Nemo пасс.
14700,3,98,2,0,0,14,,,,,yes,2008,Rav 4
4800,4,207,2,1,2,8,,,,,yes,2002,A4
2300,5,320,1.6,0,2,7,,,,,yes,1989,Golf II
2800,1,153,NA,4,,25,,,,,yes,2007,2110
42900,0,2,2.7,1,2,20,,,,,yes,2014,RX 270
13600,1,115,NA,1,1,1,,,,,yes,2007,C-Class
7500,1,79,1.6,0,2,11,,,,,yes,2008,Lancer
3200,3,244,2,4,2,8,,,,,no,2006,A4
45000,1,29,2,2,1,5,,,,,yes,2016,520
4500,1,240,3.2,4,1,1,,,,,no,2005,C-Class
20000,1,130,2.4,1,2,3,,,,,yes,2009,Accord
52000,4,124,3,2,0,8,,,,,yes,2012,A8
8300,2,149,1.6,2,2,30,,,,,yes,2012,Scudo груз.
8950,2,206,1.6,2,2,7,,,,,yes,2012,Caddy груз.
3800,1,140,1.5,1,2,19,,,,,yes,2007,Lanos
1500,0,31,NA,1,0,53,,,,,yes,1987,969М
5300,3,175,1.4,0,2,18,,,,,yes,2002,Fabia
8300,5,93,1.6,1,2,12,,,,,yes,2008,Ceed
1450,5,205,2,2,2,2,,,,,yes,1991,Sunny
9600,2,190,NA,2,2,16,,,,,yes,2007,Viv66 пасс.
15500,0,130,2,1,0,14,,,,,yes,2008,Rav 4
3400,4,133,NA,1,2,25,,,,,yes,2007,2115
1250,5,1,1.2,1,2,38,,,,,yes,2004,1103 Славута
0,2,300,2.3,2,,1,,,,,yes,1996,Vito пасс.
23000,1,32,NA,1,2,18,,,,,yes,2013,Superb
17200,1,180,3,2,0,1,,,,,yes,2006,320
25000,0,130,3,2,0,5,,,,,yes,2012,X5
21500,0,150,2.2,2,2,12,,,,,yes,2011,Sorento
1999,1,400,2.2,2,2,1,,,,,no,2000,200
27300,0,149,5.46,1,0,1,,,,,yes,2009,ML 550
16950,0,135,3,0,0,11,,,,,yes,2008,Pajero Wagon
7299,1,160,2,1,2,4,,,,,yes,2007,Megane
8700,1,68,2,1,2,39,,,,,yes,2007,Cordoba
3500,5,99,0.8,1,2,19,,,,,yes,2008,Matiz
4300,4,51,1.6,1,2,25,,,,,yes,2012,2110
4850,4,35,1.6,1,2,25,,,,,yes,2013,2114
4000,0,80,1.6,1,,25,,,,,yes,2006,2121
3300,1,176,NA,0,2,19,,,,,yes,2008,Lanos
15000,1,92,3.5,1,2,2,,,,,yes,2008,Teana
13950,5,104,1.2,1,2,7,,,,,yes,2012,Golf Plus
7400,1,178,1.8,0,2,7,,,,,yes,2001,Passat B5
5500,2,240,2,2,2,30,,,,,yes,2003,Scudo пасс.
2200,1,45,1.6,1,2,25,,,,,yes,1992,2109
13566,4,171,2.2,4,1,1,,,,,no,2011,Vito пасс.
42500,0,42,3.7,1,0,22,,,,,yes,2013,FX 37
8500,0,320,3,0,0,11,,,,,yes,2000,Pajero Sport
2900,1,160,1.6,1,2,25,,,,,yes,2005,2110
42500,0,42,3.7,1,0,22,,,,,yes,2013,QX70
5200,1,27,1.6,1,2,25,,,,,yes,2011,2110
3000,3,275,1.9,2,2,7,,,,,no,2001,Passat B5
3800,1,150,1.6,1,2,25,,,,,yes,2008,2110
5300,4,370,1.8,1,2,8,,,,,yes,1997,A6
0,1,2,3,2,0,8,,,,,yes,2015,A8
8400,1,163,2,0,2,21,,,,,yes,2005,3
1500,1,265,1.8,1,2,7,,,,,yes,1988,Jetta
11300,1,75,1.8,4,2,17,,,,,yes,2013,Cruze
4900,1,25,1.3,1,2,19,,,,,yes,2014,Sens
7100,5,109,2,1,2,39,,,,,yes,2008,Ibiza
13700,0,85,2.5,1,0,24,,,,,yes,2008,Forester
7300,1,245,2.8,0,1,1,,,,,yes,1998,E-Class
2350,1,85,1.2,1,2,38,,,,,yes,2008,1103 Славута
5200,1,202,3.2,1,2,16,,,,,yes,2004,Vectra C
8900,1,154,1.6,0,2,14,,,,,yes,2008,Corolla
19500,0,87,4.5,0,0,13,,,,,yes,2006,Cayenne
4000,5,125,1.5,1,2,19,,,,,yes,2007,Lanos
12500,3,127,3,0,0,20,,,,,yes,2002,RX 300
6800,1,250,3.2,0,2,16,,,,,yes,2004,Vectra C
5600,5,320,2.5,0,2,16,,,,,yes,1997,Vectra B
6950,1,192,2,1,2,14,,,,,yes,2003,Avensis
15200,1,170,2.8,0,0,1,,,,,yes,2007,E-Class
3100,1,70,1.5,1,1,25,,,,,yes,1990,2106
4500,1,126,1.6,1,2,19,,,,,yes,2005,Lanos
10800,2,187,2,2,2,4,,,,,yes,2012,Trafic груз.
6900,2,247,1.6,2,2,28,,,,,yes,2007,Expert пасс.
22700,1,140,5,1,1,1,,,,,yes,2007,S 500
45500,4,26,2,2,1,5,,,,,yes,2015,520
12800,1,160,1.9,2,2,18,,,,,yes,2010,Octavia A5
1199,5,250,1.9,2,2,7,,,,,no,1994,Golf III
4100,1,21,1.3,1,2,42,,,,,yes,2009,Jaggi
11600,5,24,1.6,1,2,14,,,,,yes,2009,Auris
38500,1,56,2.2,2,2,1,,,,,yes,2014,CLA-Class
1852.5,1,150,1.8,1,0,8,,,,,yes,1985,80
6600,1,9,1.4,1,2,41,,,,,yes,2008,Logan
31500,0,100,2.2,2,0,6,,,,,yes,2013,Freelander
6999,1,195,2,0,2,21,,,,,yes,2005,6
11250,4,159,1.4,1,2,7,,,,,yes,2010,Golf VI
2300,5,1,1.4,4,2,2,,,,,yes,1992,Sunny
32500,1,110,4.6,1,0,20,,,,,yes,2010,LS 460
19600,2,127,1.8,2,2,1,,,,,yes,2013,B 180
5100,3,156,1.5,2,2,4,,,,,yes,2006,Kangoo пасс.
8499,1,132,1.6,1,2,18,,,,,yes,2005,Octavia A5
6199,3,250,1.6,1,2,28,,,,,yes,2003,307
5500,5,71,1.4,1,2,34,,,,,yes,2004,C3
4450,1,138,1.6,0,2,25,,,,,yes,2011,2110
7300,1,263,1.8,0,2,18,,,,,yes,2004,Superb
1550,5,130,1.3,1,2,7,,,,,yes,1986,Golf II
1900,5,350,2,1,1,0,,,,,yes,1986,Scorpio
11300,1,40,1.6,4,2,15,,,,,yes,2012,Accent
22900,0,132,2.7,0,0,14,,,,,yes,2012,Venza
3300,1,123,1.3,1,1,19,,,,,yes,2005,Sens
4300,1,23,8,1,2,19,,,,,yes,2012,Matiz
8800,1,203,2.5,1,0,24,,,,,yes,2005,Legacy
7500,1,280,1.8,4,2,7,,,,,yes,2005,Passat B5
9800,2,299,2.5,2,0,7,,,,,yes,2002,T4 (Transporter) пасс.
4800,5,90,1.9,2,2,7,,,,,yes,1992,Golf III
19250,1,137,3,1,1,10,,,,,yes,2009,XF
3500,1,265,2,2,2,8,,,,,yes,1986,100
4800,1,300,2,1,2,2,,,,,yes,1995,Maxima
7400,2,380,2.5,2,2,7,,,,,yes,2000,T4 (Transporter) пасс.
5650,1,285,1.6,1,2,16,,,,,yes,2001,Astra G
5700,2,253,1.7,2,2,16,,,,,yes,2003,Combo пасс.
12500,2,120,1.6,2,2,34,,,,,yes,2013,Berlingo пасс.
4600,2,92,1.36,1,2,34,,,,,yes,2010,Nemo груз.
9000,0,365,3.3,0,0,2,,,,,yes,1999,Pathfinder
3599,1,137,1.3,1,2,19,,,,,yes,2005,Sens
5900,1,142,1.6,0,2,11,,,,,yes,2005,Lancer
17900,2,188,2.5,2,0,7,,,,,yes,2008,Multi2
7700,1,190,2,0,2,28,,,,,yes,2007,407
7150,1,60,1.4,1,2,15,,,,,yes,2010,Accent
12900,1,91,1.8,1,2,18,,,,,yes,2012,Octavia A5
12500,5,7,1.2,1,2,2,,,,,yes,2015,Micra
21800,0,170,4,0,0,14,,,,,yes,2006,Land Cruiser Prado
30000,0,97,2.14,2,0,1,,,,,yes,2011,ML 250
6500,1,215,55,1,1,1,,,,,no,2001,S 55
7950,1,180,2.2,4,2,16,,,,,yes,2007,Vectra C
1050,1,130,NA,0,2,38,,,,,yes,2005,1102 Таврия
10200,3,186,2,2,2,7,,,,,yes,2005,Passat B6
17800,1,150,3.5,1,2,20,,,,,yes,2007,ES 350
1900,1,450,2.5,2,2,8,,,,,no,1996,A6
4300,1,1,2,0,1,16,,,,,yes,1995,Omega
4299,1,307,2.8,0,0,8,,,,,yes,1991,100
14900,2,211,2.2,4,,1,,,,,yes,2012,Vito груз.
7000,2,163,1.8,2,2,0,,,,,yes,2007,Transit Connect пасс.
85000,1,36,5.5,1,1,1,,,,,yes,2014,CLS 63 A72
12000,1,81,2,1,2,4,,,,,yes,2012,Fluence
23500,1,75,2.5,0,2,14,,,,,yes,2011,Camry
14400,1,80,2.4,1,2,14,,,,,yes,2008,Camry
9200,1,115,2,1,2,11,,,,,yes,2008,Lancer X
19000,0,47,2,1,0,11,,,,,yes,2012,ASX
2450,1,15,1.5,1,1,25,,,,,yes,2005,2107
5300,1,380,3,2,1,1,,,,,yes,1995,E-Class
13700,2,222,2,2,2,7,,,,,yes,2011,T5 (Transporter) груз
7300,4,165,0.8,2,1,27,,,,,yes,2007,Fortwo
33333,3,73,4,0,0,14,,,,,yes,2009,FJ Cruiser
4999,1,145,2,1,2,7,,,,,yes,2000,Jetta
4900,3,263,2,2,2,7,,,,,no,2007,Passat B6
16500,0,215,3,1,0,20,,,,,yes,2006,RX 300
10500,5,41,1.2,1,2,2,,,,,yes,2013,Micra
10900,0,96,2.3,1,0,21,,,,,yes,2007,CX-7
2500,1,200,2.3,0,1,1,,,,,yes,1986,190
5800,1,170,1.6,0,2,17,,,,,yes,2005,Lacetti
7800,0,390,2.7,0,0,56,,,,,yes,2007,Патриот
1500,1,93,1.5,4,1,25,,,,,yes,2004,2107
11300,4,40,1.2,1,2,30,,,,,yes,2013,500
1700,5,115,1.3,1,2,25,,,,,yes,1990,2108
15000,1,40,2.5,1,1,50,,,,,yes,1963,21
13500,2,43,2,2,2,7,,,,,yes,2014,T5 (Transporter) груз
38000,0,189,3,2,0,7,,,,,yes,2012,Touareg
22400,0,82,2.2,2,0,12,,,,,yes,2013,Sorento
11000,2,100,2.2,2,2,0,,,,,yes,2011,Transit пасс.
12500,1,161,2,1,2,7,,,,,yes,2006,Passat B6
0,0,0,3,2,0,1,,,,,yes,2016,GL 350
3300,3,430,1.8,1,2,7,,,,,yes,1991,Passat B3
1800,3,280,1.9,2,2,7,,,,,yes,1996,Golf III
6300,1,128,1.6,1,2,16,,,,,yes,2007,Astra G
9500,1,400,3.5,0,1,5,,,,,yes,1999,735
29999,5,9,NA,4,2,1,,,,,yes,2015,B-Class Electric Drive
13500,0,126,4,1,0,14,,,,,no,2011,Land Cruiser Prado
8500,2,630,2.9,2,2,1,,,,,yes,1998,Sprinter 312 пасс.
14990,1,135,2.5,1,0,5,,,,,yes,2005,525
9900,1,55,2,4,2,11,,,,,yes,2008,Lancer X
30500,0,150,5.5,1,0,1,,,,,yes,2002,G 500
4290,1,220,1.5,0,2,19,,,,,yes,2005,Lanos
0,0,15,4.39,1,0,5,,,,,yes,2015,X5 M
0,0,0,3,2,0,1,,,,,yes,2016,GLS 350
3400,1,840,1.6,1,2,25,,,,,yes,2007,2170
0,3,267,1.7,2,2,21,,,,,yes,1992,323
5900,1,158,1.6,1,2,21,,,,,yes,2004,3
5800,1,200,2.2,1,2,14,,,,,yes,1999,Camry
10000,4,211,1.9,2,2,16,,,,,yes,2006,Viv66 пасс.
0,0,40,3,4,0,6,,,,,yes,2013,Range 48 Sport
14000,0,164,3,2,0,5,,,,,no,2006,X5
10900,4,130,1.6,2,2,34,,,,,yes,2010,Berlingo пасс.
22000,1,110,1.8,1,1,1,,,,,yes,2011,C-Class
0,0,18,4.4,2,0,6,,,,,yes,2015,Range 48
30381,5,0,1.5,1,2,40,,,,,yes,2016,Cooper
15200,1,185,1.4,1,2,7,,,,,yes,2011,Golf VI
69500,0,84,3,2,0,1,,,,,yes,2014,GL 350
3800,4,107,0.6,1,1,1,,,,,yes,2000,27
6800,2,325,2.5,2,2,7,,,,,yes,2001,T4 (Transporter) пасс.
1400,5,150,1.5,1,2,25,,,,,yes,1988,2109
10500,5,53,1.2,1,2,2,,,,,yes,2013,Micra
47000,1,0,1.6,1,1,1,,,,,yes,2016,C-Class
5500,1,250,2.7,2,1,1,,,,,no,2003,E-Class
1400,1,250,1.8,1,2,8,,,,,no,1993,80
22563.45,1,0,2,1,2,21,,,,,yes,2016,6
67431,0,0,2,2,0,5,,,,,yes,2016,X5
40755,1,0,2,1,1,5,,,,,yes,2016,520
37976.25,1,0,2,1,1,5,,,,,yes,2016,520
7200,1,204,2,4,,21,,,,,yes,2005,6
65393.25,0,0,2,2,0,5,,,,,yes,2016,X5
2200,1,400,2,1,1,1,,,,,yes,1988,190
0,1,22,6.75,4,1,57,,,,,yes,2008,Phantom
12400,4,145,3.2,1,0,7,,,,,yes,2007,Passat B6
0,0,27,3,2,0,1,,,,,yes,2015,G 350
5300,2,500,2.4,2,1,0,,,,,yes,2004,Transit пасс.
52055.25,0,0,2,2,0,8,,,,,yes,2016,Q5
7700,1,122,1.6,0,2,15,,,,,yes,2008,Accent
7200,1,178,1.6,1,2,11,,,,,yes,2007,Lancer
2600,4,140,0.8,1,2,19,,,,,yes,2002,Matiz
70000,1,16,3,2,0,5,,,,,yes,2014,730
97500,0,2,4.6,1,0,14,,,,,yes,2016,Land Cruiser 200
29500,1,78,3,1,1,10,,,,,yes,2013,XF
7300,1,110,2,1,2,35,,,,,yes,2008,Avenger
27300,1,144,2.14,2,2,1,,,,,yes,2011,E-Class
38900,0,65,4.5,1,0,1,,,,,yes,2010,GL 450
10200,0,269,3.2,2,0,11,,,,,yes,2002,Pajero Wagon
1900,1,200,1.8,0,1,5,,,,,no,1994,318
6900,1,135,NA,1,,3,,,,,no,2007,Accord
8200,1,98,1.6,0,2,15,,,,,yes,2008,Elantra
11400,3,69,2,1,2,12,,,,,yes,2011,Carens
8699,1,144,3.2,0,2,46,,,,,yes,2005,TL
7900,3,91,1.5,2,2,4,,,,,yes,2008,Scenic
3300,2,345,1.9,2,2,4,,,,,yes,2001,Kangoo груз.
8100,1,150,2,0,2,12,,,,,yes,2008,Magentis
13500,0,88,2,1,2,2,,,,,yes,2007,Qashqai
10600,4,140,2,4,2,7,,,,,yes,2007,Passat B6
3300,1,107,1.6,1,2,25,,,,,yes,2005,2110
4000,1,250,2.5,0,2,0,,,,,yes,1997,Mondeo
3000,1,265,1.8,1,2,8,,,,,yes,1988,80
8500,3,60,1.4,1,,30,,,,,yes,2012,Doblo пасс.
4100,1,108,1.5,0,2,41,,,,,yes,2011,CK-2
19900,4,25,3.7,1,,22,,,,,yes,2015,QX70
9500,1,217,2.2,1,1,5,,,,,yes,2002,320
19900,4,25,3.7,1,,22,,,,,yes,2015,FX 37
1800,1,1,2,0,1,16,,,,,no,1999,Omega
1850,1,270,2,1,2,16,,,,,no,1999,Vectra B
13000,0,160,2,4,0,2,,,,,yes,2008,Qashqai
3900,1,218,1.5,0,2,19,,,,,yes,2004,Lanos
5800,2,217,2,0,2,4,,,,,yes,2003,Scenic
8100,5,96,1.6,1,2,21,,,,,yes,2007,3
18500,1,102,3,1,1,20,,,,,yes,2008,IS 300
17500,4,180,3,2,1,1,,,,,yes,2008,Vito пасс.
6600,5,136,1.4,0,2,7,,,,,yes,2001,Golf IV
11600,0,112,2.3,1,0,21,,,,,yes,2008,CX-7
5200,1,230,2.2,0,1,16,,,,,yes,2000,Omega
3000,5,300,1.6,0,2,16,,,,,yes,1991,Astra F
4800,5,450,1.3,1,,19,,,,,yes,2013,Sens
15500,0,120,2,1,0,14,,,,,yes,2008,Rav 4
4500,5,59,1.3,1,2,42,,,,,yes,2008,Kimo
27000,0,126,4.2,1,0,6,,,,,yes,2007,Range 48 Sport
11000,5,55,1.6,1,2,12,,,,,yes,2010,Soul
3900,1,330,3,2,1,5,,,,,no,2000,530
4200,1,288,1.5,0,2,19,,,,,yes,2004,Lanos
650,1,10,1.3,1,1,25,,,,,yes,1982,2111
11200,1,260,3.2,1,0,7,,,,,yes,2006,Passat B6
7600,2,280,2.2,2,2,1,,,,,yes,2001,Vito пасс.
5850,5,122,1.4,1,2,18,,,,,yes,2007,Fabia
2300,1,230,1.5,1,2,15,,,,,yes,1994,Pony
0,4,185,2,2,2,34,,,,,yes,2006,Berlingo пасс.
2200,1,125,1.3,0,1,25,,,,,yes,1977,2101
3900,1,100,1.6,1,2,25,,,,,yes,2010,21093
41900,1,95,6.3,4,,1,,,,,yes,2011,S 550
9999,1,182,1.6,1,2,7,,,,,yes,2006,Jetta
5980,2,140,1.3,2,2,34,,,,,yes,2012,Nemo груз.
13200,5,32,1,1,2,0,,,,,yes,2014,Focus
12900,4,75,2.2,2,0,58,,,,,yes,2013,Xenon
7900,4,197,2.2,2,,1,,,,,yes,2003,Vito пасс.
15000,1,69,1.6,0,2,12,,,,,yes,2013,Cerato
4100,4,5,1.6,0,2,25,,,,,yes,2008,2170
22100,0,88,3.5,0,0,2,,,,,yes,2011,Murano
4500,4,525,2.3,2,1,1,,,,,yes,1995,Sprinter 208 пасс.
7700,0,249,2.4,1,0,59,,,,,yes,2006,LandMark
5900,5,180,1.6,1,2,18,,,,,yes,2004,Octavia
6900,2,202,1.6,2,2,34,,,,,yes,2010,Jumpy груз.
17639.46795,0,0,1.2,1,2,4,,,,,yes,2016,Captur
5300,1,147,2.2,0,1,5,,,,,no,2001,320
7999,1,131,2,1,2,17,,,,,yes,2008,Epica
4500,3,240,1.4,1,2,16,,,,,yes,2001,Astra G
11800,2,230,1.9,2,2,7,,,,,yes,2009,T5 (Transporter) пасс.
13500,5,10,1.6,1,2,4,,,,,yes,2014,Megane
9700,2,245,2,2,2,4,,,,,yes,2008,Trafic пасс.
0,0,16,NA,4,,5,,,,,yes,2016,X5 M
4400,1,100,2.3,1,1,50,,,,,yes,2004,31105
2700,0,96,1.6,1,0,25,,,,,yes,1980,2121
11000,2,160,2.2,1,,16,,,,,yes,2006,Zafira
3290,1,56,1.5,1,2,19,,,,,yes,2008,Nexia
11500,0,240,2.7,0,0,29,,,,,yes,2005,Grand Vitara
8000,5,50,1.6,1,2,4,,,,,yes,2012,Sandero
13333,0,194,3,1,0,24,,,,,yes,2007,Tribeca
4900,2,198,1.6,1,2,7,,,,,no,2004,Touran
6000,2,227,2.5,2,1,15,,,,,yes,2006,H1 пасс.
4200,1,180,1.4,1,2,4,,,,,yes,2003,Symbol
3399,1,201,1.8,1,,7,,,,,yes,1991,Passat B3
4900,0,230,2,2,0,15,,,,,no,2004,Santa FE
4299,2,143,1.8,2,,0,,,,,yes,2004,Transit Connect груз.
11500,1,14,1.4,1,2,15,,,,,yes,2013,Accent
28500,0,190,3.2,2,0,1,,,,,yes,2008,ML 320
24300,1,1,1.6,2,2,7,,,,,yes,2016,Jetta
0,1,1,3,1,1,5,,,,,yes,2010,535
20500,1,56,5,4,1,1,,,,,yes,2003,SL 500 (550)
13500,1,100,2.4,1,2,14,,,,,yes,2007,Camry
4700,1,126,1.6,0,2,19,,,,,yes,2012,Nexia
19800,0,218,3,2,0,1,,,,,yes,2006,ML 280
7300,5,200,2,1,2,18,,,,,yes,2007,Octavia A5
10999,4,162,2.2,1,1,5,,,,,yes,2002,320
24700,4,85,4.4,1,1,5,,,,,yes,2004,645
1300,1,30,1.6,0,2,16,,,,,yes,1986,Kadett
75555,1,30,4.4,1,0,5,,,,,yes,2014,550
36500,0,112,3,2,1,22,,,,,yes,2012,FX 30
7000,1,190,2.6,1,1,1,,,,,yes,2001,210
37500,0,115,3,2,0,5,,,,,yes,2008,X5 M
8990,0,155,2,0,0,15,,,,,yes,2007,Tucson
1599,5,122,1.5,4,2,25,,,,,yes,1992,2109
56000,4,1,2,1,1,17,,,,,yes,2016,Cam66
12800,1,217,1.8,1,2,8,,,,,yes,2007,A4
6500,1,280,2,1,1,5,,,,,yes,1997,320
4400,1,218,2,1,2,2,,,,,yes,1998,Maxima
13900,1,44,2,1,2,15,,,,,yes,2010,Sonata
5600,1,90,1.5,1,2,17,,,,,yes,2007,Aveo
55000,0,128,3,2,,1,,,,,yes,2013,ML 350
3450,5,128,1.6,0,2,25,,,,,yes,2007,2114
6899,3,320,2.8,0,1,5,,,,,yes,1997,528
389.025,3,1,1.3,1,,25,,,,,yes,1983,2102
4999,3,252,1.5,2,2,4,,,,,yes,2007,Kangoo пасс.
9990,5,160,1.6,1,2,40,,,,,yes,2006,Cooper
5700,4,170,1.3,1,2,11,,,,,yes,2006,Colt
1200,0,22,1.6,1,0,25,,,,,yes,1986,2121
6800,4,93,1.6,1,2,2,,,,,yes,2006,Note
11700,1,85,1.4,1,2,15,,,,,yes,2013,Accent
5900,5,75,1.5,0,2,38,,,,,yes,2013,Vida
12500,1,84,2,1,2,7,,,,,yes,2007,Passat B6
4650,1,64,1.5,1,2,19,,,,,yes,2008,Lanos
2800,1,160,1.5,4,,19,,,,,yes,2006,Lanos
14900,1,108,1.9,2,2,18,,,,,yes,2012,Octavia A5
9900,5,73,2,1,2,39,,,,,yes,2009,Leon
3750,1,305,1.5,1,2,21,,,,,yes,1995,323
27800,5,8,1.5,1,2,40,,,,,yes,2014,Cooper
16800,0,98,2,1,0,2,,,,,yes,2010,X-Trail
8000,0,1,2.5,1,0,56,,,,,yes,1977,469
22000,2,236,2.2,2,1,1,,,,,yes,2012,Sprinter 313 пасс.
1100,1,149,1.2,0,2,38,,,,,yes,2008,1103 Славута
21700,0,125,3,1,0,5,,,,,yes,2007,X5
3990,2,254,1.9,2,2,28,,,,,yes,2006,Partner груз.
4750,4,171,1.5,2,2,2,,,,,yes,2004,Kubistar
5500,2,400,1.9,2,2,7,,,,,yes,1995,T4 (Transporter) пасс.
49800,0,76,5,1,0,6,,,,,yes,2012,Range 48 Sport
26500,0,260,4.2,0,0,6,,,,,yes,2008,Range 48
6900,1,155,1.8,0,2,17,,,,,yes,2008,Lacetti
9999,2,154,2.2,2,1,1,,,,,yes,2007,Vito пасс.
38500,0,20,5.7,0,0,14,,,,,yes,2014,Tundra
6300,5,87,NA,1,2,28,,,,,yes,2010,207
8800,5,141,1.6,2,2,15,,,,,yes,2009,i30
7150,2,118,1.5,2,2,4,,,,,yes,2008,Kangoo пасс.
20800,0,31,2.4,1,0,11,,,,,yes,2011,Outlander XL
9200,1,30,1.4,1,2,12,,,,,yes,2010,Rio
16500,1,136,3.2,1,2,8,,,,,yes,2007,A6
2550,1,304,2.5,2,2,8,,,,,no,1998,A6
